item_idx,recipe_id
1884,6549
1885,6551
1886,6553
1887,6554
1888,6555
1889,6558
1890,6561
1891,6562
1892,6566
1893,6567
1894,6568
1895,6569
1896,6570
1897,6571
1898,6572
1899,6574
1900,6576
1901,6577
1902,6578
1903,6580
1904,6582
1905,6583
1906,6584
1907,6585
1908,6586
1909,6594
1910,6596
1911,6598
1912,6599
1913,6602
1914,6603
1915,6610
1916,6614
1917,6615
1918,6616
1919,6617
1920,6621
1921,6622
1922,6623
1923,6624
1924,6627
1925,6629
1926,6630
1927,6633
1928,6639
1929,6640
1930,6642
1931,6644
1932,6647
1933,6648
1934,6650
1935,6652
1936,6654
1937,6657
1938,6663
1939,6664
1940,6665
1941,6667
1942,6668
1943,6669
1944,6670
1945,6671
1946,6672
1947,6673
1948,6676
1949,6679
1950,6680
1951,6681
1952,6682
1953,6683
1954,6687
1955,6689
1956,6690
1957,6697
1958,6699
1959,6700
1960,6702
1961,6703
1962,6705
1963,6706
1964,6711
1965,6713
1966,6715
1967,6716
1968,6719
1969,6721
1970,6722
1971,6723
1972,6726
1973,6727
1974,6728
1975,6729
1976,6735
1977,6736
1978,6737
1979,6738
1980,6740
1981,6742
1982,6743
1983,6746
1984,6748
1985,6751
1986,6753
1987,6754
1988,6757
1989,6761
1990,6764
1991,6770
1992,6776
1993,6778
1994,6781
1995,6786
1996,6788
1997,6790
1998,6793
1999,6798
2000,6807
2001,6809
2002,6811
2003,6812
2004,6813
2005,6814
2006,6817
2007,6819
2008,6826
2009,6829
2010,6831
2011,6838
2012,6842
2013,6843
2014,6847
2015,6848
2016,6849
2017,6852
2018,6853
2019,6854
2020,6855
2021,6856
2022,6863
2023,6867
2024,6868
2025,6871
2026,6873
2027,6875
2028,6877
2029,6879
2030,6886
2031,6890
2032,6892
2033,6896
2034,6898
2035,6901
2036,6903
2037,6904
2038,6906
2039,6909
2040,6912
2041,6913
2042,6916
2043,6919
2044,6920
2045,6921
2046,6923
2047,6924
2048,6927
2049,6929
2050,6930
2051,6932
2052,6934
2053,6939
2054,6940
2055,6941
2056,6942
2057,6944
2058,6945
2059,6947
2060,6949
2061,6951
2062,6952
2063,6955
2064,6957
2065,6959
2066,6963
2067,6964
2068,6966
2069,6970
2070,6971
2071,6974
2072,6975
2073,6983
2074,6986
2075,6987
2076,6993
2077,6994
2078,6995
2079,6996
2080,6997
2081,7000
2082,7001
2083,7004
2084,7005
2085,7006
2086,7008
2087,7009
2088,7011
2089,7012
2090,7013
2091,7015
2092,7017
2093,7019
2094,7020
2095,7021
2096,7022
2097,7027
2098,7029
2099,7030
2100,7031
2101,7032
2102,7035
2103,7036
2104,7038
2105,7039
2106,7042
2107,7043
2108,7047
2109,7048
2110,7049
2111,7052
2112,7054
2113,7055
2114,7057
2115,7062
2116,7063
2117,7065
2118,7066
2119,7067
2120,7069
2121,7074
2122,7076
2123,7077
2124,7079
2125,7082
2126,7084
2127,7085
2128,7086
2129,7087
2130,7090
2131,7091
2132,7098
2133,7101
2134,7104
2135,7109
2136,7120
2137,7123
2138,7126
2139,7128
2140,7129
2141,7138
2142,7139
2143,7142
2144,7143
2145,7144
2146,7148
2147,7151
2148,7156
2149,7159
2150,7161
2151,7168
2152,7173
2153,7174
2154,7178
2155,7182
2156,7183
2157,7194
2158,7195
2159,7200
2160,7206
2161,7209
2162,7211
2163,7212
2164,7214
2165,7215
2166,7216
2167,7217
2168,7218
2169,7219
2170,7221
2171,7222
2172,7223
2173,7224
2174,7229
2175,7231
2176,7232
2177,7237
2178,7240
2179,7242
2180,7244
2181,7249
2182,7251
2183,7252
2184,7253
2185,7255
2186,7261
2187,7262
2188,7266
2189,7267
2190,7270
2191,7272
2192,7274
2193,7277
2194,7279
2195,7280
2196,7282
2197,7295
2198,7296
2199,7298
2200,7303
2201,7305
2202,7308
2203,7309
2204,7311
2205,7314
2206,7326
2207,7330
2208,7332
2209,7333
2210,7336
2211,7337
2212,7339
2213,7340
2214,7342
2215,7343
2216,7346
2217,7347
2218,7348
2219,7350
2220,7351
2221,7352
2222,7353
2223,7356
2224,7357
2225,7359
2226,7360
2227,7364
2228,7366
2229,7367
2230,7368
2231,7369
2232,7370
2233,7371
2234,7372
2235,7373
2236,7378
2237,7385
2238,7390
2239,7392
2240,7393
2241,7397
2242,7399
2243,7404
2244,7405
2245,7408
2246,7410
2247,7411
2248,7412
2249,7413
2250,7414
2251,7415
2252,7417
2253,7425
2254,7427
2255,7435
2256,7438
2257,7440
2258,7442
2259,7445
2260,7447
2261,7449
2262,7451
2263,7455
2264,7460
2265,7461
2266,7463
2267,7466
2268,7467
2269,7470
2270,7472
2271,7474
2272,7475
2273,7476
2274,7478
2275,7485
2276,7488
2277,7489
2278,7491
2279,7493
2280,7494
2281,7495
2282,7496
2283,7497
2284,7498
2285,7501
2286,7502
2287,7504
2288,7505
2289,7506
2290,7507
2291,7508
2292,7509
2293,7513
2294,7517
2295,7518
2296,7520
2297,7524
2298,7525
2299,7527
2300,7528
2301,7529
2302,7531
2303,7532
2304,7533
2305,7534
2306,7536
2307,7537
2308,7538
2309,7539
2310,7540
2311,7542
2312,7546
2313,7547
2314,7548
2315,7550
2316,7551
2317,7553
2318,7555
2319,7556
2320,7562
2321,7564
2322,7565
2323,7568
2324,7570
2325,7571
2326,7572
2327,7573
2328,7577
2329,7581
2330,7585
2331,7589
2332,7590
2333,7595
2334,7596
2335,7602
2336,7608
2337,7609
2338,7612
2339,7613
2340,7614
2341,7616
2342,7621
2343,7627
2344,7629
2345,7636
2346,7640
2347,7645
2348,7649
2349,7650
2350,7652
2351,7655
2352,7660
2353,7661
2354,7662
2355,7663
2356,7665
2357,7667
2358,7670
2359,7671
2360,7673
2361,7674
2362,7676
2363,7679
2364,7681
2365,7685
2366,7686
2367,7687
2368,7690
2369,7691
2370,7695
2371,7697
2372,7699
2373,7700
2374,7701
2375,7702
2376,7704
2377,7705
2378,7707
2379,7710
2380,7715
2381,7716
2382,7718
2383,7720
2384,7722
2385,7724
2386,7732
2387,7733
2388,7739
2389,7742
2390,7746
2391,7747
2392,7748
2393,7756
2394,7757
2395,7762
2396,7763
2397,7766
2398,7767
2399,7768
2400,7773
2401,7774
2402,7776
2403,7778
2404,7781
2405,7784
2406,7786
2407,7788
2408,7792
2409,7793
2410,7794
2411,7797
2412,7798
2413,7799
2414,7801
2415,7803
2416,7806
2417,7808
2418,7809
2419,7812
2420,7815
2421,7817
2422,7819
2423,7820
2424,7823
2425,7826
2426,7828
2427,7829
2428,7830
2429,7832
2430,7838
2431,7841
2432,7843
2433,7844
2434,7847
2435,7849
2436,7850
2437,7851
2438,7852
2439,7853
2440,7855
2441,7859
2442,7861
2443,7863
2444,7864
2445,7867
2446,7872
2447,7875
2448,7878
2449,7879
2450,7880
2451,7883
2452,7884
2453,7886
2454,7887
2455,7888
2456,7891
2457,7894
2458,7896
2459,7898
2460,7899
2461,7900
2462,7903
2463,7906
2464,7910
2465,7912
2466,7913
2467,7915
2468,7917
2469,7919
2470,7923
2471,7926
2472,7928
2473,7932
2474,7940
2475,7941
2476,7943
2477,7944
2478,7945
2479,7946
2480,7948
2481,7949
2482,7950
2483,7954
2484,7963
2485,7968
2486,7970
2487,7971
2488,7974
2489,7977
2490,7978
2491,7979
2492,7983
2493,7984
2494,7986
2495,7987
2496,7988
2497,7989
2498,7993
2499,7996
2500,7997
2501,7998
2502,8000
2503,8002
2504,8005
2505,8011
2506,8012
2507,8016
2508,8018
2509,8019
2510,8020
2511,8021
2512,8022
2513,8025
2514,8026
2515,8027
2516,8029
2517,8030
2518,8033
2519,8034
2520,8035
2521,8037
2522,8038
2523,8039
2524,8040
2525,8041
2526,8044
2527,8045
2528,8047
2529,8049
2530,8051
2531,8052
2532,8053
2533,8054
2534,8057
2535,8059
2536,8060
2537,8061
2538,8064
2539,8065
2540,8075
2541,8077
2542,8079
2543,8080
2544,8081
2545,8085
2546,8086
2547,8088
2548,8092
2549,8094
2550,8096
